Generation, Best Score, Average Score, Best Lap Time, Laps, Average Laps, Number of Neurons, Best Agent Evolution, Mutation Rates Used
19, 3581.8, 2582.9255000000003, 0, 5, 3.645, 1864, rmmcmnmmnnmmnmnnncmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01
20, 2380.35, 2055.72575, 0, 3, 2.695, 1864, rmmcmnmmnnmmnmmmp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.01/0.01/0.1/-
21, 2323.25, 1715.5735, 0, 3, 2.075, 1864, rmmcmnmmnnmmnmnnncmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.2
22, 2133.55, 1550.45525, 0, 1, 0.805, 1864, rmmcmnmmnnmmnmnnncmmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1
23, 2153.95, 1642.2057499999999, 0, 3, 1.955, 1864, rmmcmnmmnnmimnmnnnmmnmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/-/0.01/0.01/0.01/0.1/0.2/0.2/0.2/0.2/0.01/0.1/0.01/0.2
24, 2324.35, 1357.4950000000001, 0, 3, 1.205, 1864, rmmcmmmmmmmmnmcnmmimmmmmi, -/0.01/0.1/-/0.1/0.1/0.1/0.1/0.2/0.2/0.01/0.2/0.01/0.2/-/0.2/0.01/0.2/-/0.01/0.01/0.1/0.2/0.01/-
25, 2424.3, 1695.1255, 0, 2, 1.04, 1864, rmmcmnmmnnmimnmnnnmmnmminm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/-/0.01/0.01/0.01/0.1/0.2/0.2/0.2/0.2/0.01/0.1/0.01/-/0.2/0.01
26, 2009.65, 1145.259, 0, 2, 0.09, 1864, rmmcmnmmnnmmnmnnncmncmcmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.2/0.01/-/0.1/-/0.1/0.2/0.01/0.01
27, 1649.55, 794.51625, 0, 2, 0.085, 1864, rmmcmnmmnnmmnmnnncmncmcmmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.2/0.01/-/0.1/-/0.1/0.2/0.2/0.1/0.1
28, 1775.65, 762.7385, 0, 2, 0.28, 1864, rmmcmmmmmmmmnmcnmmmpmmmmm, -/0.01/0.1/-/0.1/0.1/0.1/0.1/0.2/0.2/0.01/0.2/0.01/0.2/-/0.2/0.01/0.1/0.01/-/0.2/0.1/0.1/0.01/0.1
29, 1791.3, 1420.1087499999999, 0, 1, 0.965, 1864, rmmcmmmmmmmmnmcnmmmpmmmmmc, -/0.01/0.1/-/0.1/0.1/0.1/0.1/0.2/0.2/0.01/0.2/0.01/0.2/-/0.2/0.01/0.1/0.01/-/0.2/0.1/0.1/0.01/0.1/-
30, 2354.95, 1607.603, 0, 2, 1.09, 1864, rmmcmnmmnnmimnmnnnmmnmimmmnmncm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/-/0.01/0.01/0.01/0.1/0.2/0.2/0.2/0.2/0.01/0.1/-/0.2/0.2/0.01/0.1/0.2/0.1/-/0.01
31, 1594.05, 1117.0545, 0, 2, 0.69, 1864, rmmcmnmmnnmmnmnnncmncmcmmmmmmmnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.2/0.01/-/0.1/-/0.1/0.2/0.2/0.1/0.1/0.1/0.01/0.01/0.1
32, 2244.15, 1567.0194999999999, 0, 2, 0.98, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.1
33, 2024.15, 1305.81875, 0, 2, 0.99, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.1/0.2
34, 1899.3, 1387.399, 0, 1, 0.97, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmncm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.1/-/0.2
35, 2143.65, 1347.38375, 0, 1, 0.725, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/0.01
36, 2717.3, 2086.5775000000003, 0, 3, 2.845, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.1/0.2
37, 1526.4, 813.367, 0, 1, 0.035, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01
38, 2080.4, 1230.8035, 0, 1, 0.16, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmmcmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/-/0.1/0.2/0.1
39, 2230.55, 1794.5810000000001, 0, 2, 0.98, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmnmimmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/0.1/-/0.1/0.01/0.1
40, 2715.75, 2207.60125, 0, 3, 2.815, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmmcmmmim, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/-/0.1/0.2/0.1/-/0.01
41, 2676.0, 2258.481, 0, 3, 1.94, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmnmcmmnnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/0.1/-/0.01/0.01/0.1/0.01/0.01
42, 1998.5, 1410.9355, 0, 1, 0.975, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01
43, 2313.3, 1718.8055, 0, 2, 1.37, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmmcmmmpmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/-/0.1/0.2/0.1/-/0.01/0.01/0.1
44, 2137.8, 1533.847, 0, 2, 1.09, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmmcmmmpmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/-/0.1/0.2/0.1/-/0.01/0.1/0.2/0.01
45, 2215.25, 1722.7990000000002, 0, 1, 0.94, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmnmimmmmcmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/0.1/-/0.1/0.1/0.1/0.1/-/0.1/0.01/0.01/0.2
46, 1924.25, 1164.7435, 0, 1, 0.02, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/0.01
47, 2905.0, 2369.01275, 0, 2, 1.925, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmnmimmmnnimimnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/0.1/-/0.1/0.1/0.1/0.01/0.1/-/0.01/-/0.1/0.01/0.1
48, 3224.05, 2343.5392500000003, 0, 3, 2.135, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmiii, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/-/-
49, 2026.7, 1324.034, 0, 1, 0.545, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmmmcmmmpmmmmmmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.01/0.2/0.2/0.01/-/0.1/0.2/0.1/-/0.01/0.1/0.2/0.01/0.2/0.01/0.2/0.01/0.01
50, 2163.35, 1308.9275, 0, 2, 0.46, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmiiimm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/-/-/0.1/0.1
51, 2449.2, 2028.25075, 0, 2, 1.87, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimnmci, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/-/-
52, 2105.75, 1331.3045, 0, 2, 0.98, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmmin, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.01/-/0.1
53, 2182.5, 1610.455, 0, 2, 0.985, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmcmncc, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.2/-/0.01/0.1/-/-
54, 2824.65, 2039.4654999999998, 0, 3, 1.915, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmcmnnmi, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.2/-/0.01/0.1/0.01/0.2/-
55, 2214.95, 1654.0497500000001, 0, 1, 0.95, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmimmnmmcmmnmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/0.2/0.01/0.2/0.01/0.1/-/0.1/0.1/0.1/0.01/0.2/0.01
56, 3298.0, 2838.26825, 0, 4, 3.8, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmcc, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-
57, 2531.85, 1958.98925, 0, 2, 1.215, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmimmnmmcmmnmmmic, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/0.2/0.01/0.2/0.01/0.1/-/0.1/0.1/0.1/0.01/0.2/0.01/-/-
58, 1523.5, 1057.1005, 0, 0, 0.0, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmminpmn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.01/-/0.1/-/0.2/0.01
59, 4194.6, 3361.26475, 0, 7, 5.195, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmcmnccp, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.2/-/0.01/0.1/-/-/-
60, 2083.2, 1627.5815, 0, 1, 0.97, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccimnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01
61, 2838.6, 1972.0169999999998, 0, 2, 0.165, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmminmmmnmmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.01/0.01/-/0.1/0.2/0.1/0.1/0.1/0.2/0.1/0.01/0.01/0.2
62, 2289.75, 1692.6045, 0, 1, 0.98, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01
63, 3416.05, 2838.0795, 0, 4, 3.755, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmim, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/-/0.2
64, 1958.9, 1426.22125, 0, 1, 0.965, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2
65, 2001.4, 1500.9225000000001, 0, 1, 0.01, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpimmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/-/0.2/0.01/0.01
66, 2838.85, 2082.03675, 0, 4, 2.405, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmcmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/-/0.01/0.2
67, 3080.5, 2645.6895, 0, 3, 2.93, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/0.01
68, 2945.0, 2294.90425, 0, 3, 1.94, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmnmn, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.01/0.2/0.01/0.01/0.01/0.01
69, 3091.45, 2051.2895, 0, 3, 1.305, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1
70, 2399.5, 1765.682, 0, 2, 1.05, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpimmmncmnc, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/-/0.2/0.01/0.01/0.1/-/0.2/0.01/-
71, 2140.3, 1553.5805, 0, 1, 0.935, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmnmnmnm, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.01/0.2/0.01/0.01/0.01/0.01/0.01/0.01/0.01
72, 2505.35, 1758.58775, 0, 3, 1.145, 1864, rmmcmnmmnnmmnmnnncmmmmmccmcmmmmmmncmmmpmicmimmmnncmmccpmmnmmmicmmim, -/0.01/0.1/-/0.1/0.1/0.2/0.1/0.01/0.01/0.2/0.01/0.01/0.1/0.2/0.2/0.2/-/0.01/0.01/0.01/0.1/0.1/-/-/0.1/-/0.01/0.2/0.01/0.01/0.1/0.01/0.01/-/0.01/0.1/0.01/-/0.01/-/-/0.01/-/0.01/0.01/0.1/0.2/0.01/-/0.01/0.2/-/-/-/0.01/0.2/0.01/0.01/0.01/0.01/-/-/0.1/0.01/-/0.01
